id;annotations/0/id;annotations/0/completed_by;annotations/0/result/0/original_width;annotations/0/result/0/original_height;annotations/0/result/0/image_rotation;annotations/0/result/0/value/x;annotations/0/result/0/value/y;annotations/0/result/0/value/width;annotations/0/result/0/value/height;annotations/0/result/0/value/rotation;annotations/0/result/0/value/rectanglelabels/0;annotations/0/result/0/id;annotations/0/result/0/from_name;annotations/0/result/0/to_name;annotations/0/result/0/type;annotations/0/result/0/origin;annotations/0/was_cancelled;annotations/0/ground_truth;annotations/0/created_at;annotations/0/updated_at;annotations/0/lead_time;annotations/0/result_count;annotations/0/task;annotations/0/project;annotations/0/parent_prediction;annotations/0/parent_annotation;file_upload;data/image;created_at;updated_at;inner_id;total_annotations;cancelled_annotations;total_predictions;comment_count;unresolved_comment_count;last_comment_updated_at;project;updated_by;drafts/0/id;drafts/0/user;drafts/0/created_username;drafts/0/created_ago;drafts/0/result/0/original_width;drafts/0/result/0/original_height;drafts/0/result/0/image_rotation;drafts/0/result/0/value/x;drafts/0/result/0/value/y;drafts/0/result/0/value/width;drafts/0/result/0/value/height;drafts/0/result/0/value/rotation;drafts/0/result/0/value/rectanglelabels/0;drafts/0/result/0/id;drafts/0/result/0/from_name;drafts/0/result/0/to_name;drafts/0/result/0/type;drafts/0/result/0/origin;drafts/0/lead_time;drafts/0/was_postponed;drafts/0/created_at;drafts/0/updated_at;drafts/0/task;drafts/0/annotation
420;421;1;480;480;0;48.6284289276808;35.910224438902745;26.93266832917705;21.945137157107226;0;3;AbxOUbtEwk;label;image;rectanglelabels;manual;false;false;2023-01-04T02:48:45.294092Z;2023-01-04T02:48:45.294119Z;9.28;0;420;1;;;1fab930c-d20_wood0840.jpg;/data/upload/1/1fab930c-d20_wood0840.jpg;2023-01-04T01:40:16.902696Z;2023-01-04T02:48:50.260682Z;420;1;0;0;0;0;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
421;422;1;480;480;0;45.13715710723192;32.169576059850364;23.940149625935163;22.693266832917704;0;3;-9OBO3kYiJ;label;image;rectanglelabels;manual;false;false;2023-01-04T02:49:02.388374Z;2023-01-04T02:49:02.388402Z;8.713;0;421;1;;;ac533417-d20_wood0826.jpg;/data/upload/1/ac533417-d20_wood0826.jpg;2023-01-04T01:40:16.902738Z;2023-01-04T02:49:06.241768Z;421;1;0;0;0;0;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
422;423;1;480;480;0;16.458852867830423;51.62094763092269;23.940149625935163;20.448877805486283;0;3;yfxLgQ9lTp;label;image;rectanglelabels;manual;false;false;2023-01-04T02:49:20.876427Z;2023-01-04T02:49:20.876457Z;11.307;0;422;1;;;0b424236-d20_wood0678.jpg;/data/upload/1/0b424236-d20_wood0678.jpg;2023-01-04T01:40:16.902781Z;2023-01-04T02:49:24.000382Z;422;1;0;0;0;0;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
423;424;1;480;480;0;14.214463840399002;40.89775561097257;21.44638403990025;23.44139650872818;0;3;0hx-2XvZqs;label;image;rectanglelabels;manual;false;false;2023-01-04T02:49:35.039179Z;2023-01-04T02:49:35.039207Z;8.132;0;423;1;;;d2aee3a9-d20_wood0674.jpg;/data/upload/1/d2aee3a9-d20_wood0674.jpg;2023-01-04T01:40:16.902824Z;2023-01-04T02:49:38.999806Z;423;1;0;0;0;0;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
424;425;1;480;480;0;50.87281795511222;39.900249376558605;26.93266832917705;23.44139650872818;0;3;Tr1Kck-2S4;label;image;rectanglelabels;manual;false;false;2023-01-04T02:49:46.870995Z;2023-01-04T02:49:46.871023Z;5.436;0;424;1;;;f79b7841-d20_wood0833.jpg;/data/upload/1/f79b7841-d20_wood0833.jpg;2023-01-04T01:40:16.902867Z;2023-01-04T02:49:49.960161Z;424;1;0;0;0;0;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
425;426;1;480;480;0;29.925187032418954;39.900249376558605;30.423940149625935;24.93765586034913;0;3;3c9C2tiGmW;label;image;rectanglelabels;manual;false;false;2023-01-04T02:49:58.157499Z;2023-01-04T02:49:58.157525Z;6.097;0;425;1;;;665ec94c-d20_wood0610.jpg;/data/upload/1/665ec94c-d20_wood0610.jpg;2023-01-04T01:40:16.902910Z;2023-01-04T02:50:01.108555Z;425;1;0;0;0;0;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
426;427;1;480;480;0;49.62593516209476;58.60349127182045;27.18204488778055;23.69077306733167;0;3;M9CYWGdLw7;label;image;rectanglelabels;manual;false;false;2023-01-04T02:50:24.060401Z;2023-01-04T02:50:24.060428Z;5.718;0;426;1;;;9dcb23f7-d20_wood0695.jpg;/data/upload/1/9dcb23f7-d20_wood0695.jpg;2023-01-04T01:40:16.902981Z;2023-01-04T02:50:26.994778Z;426;1;0;0;0;0;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
427;428;1;480;480;0;20.947630922693268;59.60099750623441;26.184538653366584;22.194513715710723;0;3;wpsP1H8he7;label;image;rectanglelabels;manual;false;false;2023-01-04T02:50:34.949164Z;2023-01-04T02:50:34.949219Z;5.67;0;427;1;;;15994453-d20_wood0682.jpg;/data/upload/1/15994453-d20_wood0682.jpg;2023-01-04T01:40:16.903027Z;2023-01-04T02:50:38.053747Z;427;1;0;0;0;0;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
428;429;1;480;480;0;37.655860349127174;22.194513715710723;26.683291770573565;24.438902743142144;0;3;FrvoFeXMUE;label;image;rectanglelabels;manual;false;false;2023-01-04T02:50:48.105909Z;2023-01-04T02:50:48.105938Z;7.764;0;428;1;;;c47fd9f4-d20_wood0767.jpg;/data/upload/1/c47fd9f4-d20_wood0767.jpg;2023-01-04T01:40:16.903072Z;2023-01-04T02:50:51.101406Z;428;1;0;0;0;0;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
429;430;1;480;480;0;50.12468827930174;42.394014962593516;25.6857855361596;24.438902743142144;0;3;iKPNdjazIx;label;image;rectanglelabels;manual;false;false;2023-01-04T02:51:00.481820Z;2023-01-04T02:51:00.481849Z;7.174;0;429;1;;;2dda262a-d20_wood0718.jpg;/data/upload/1/2dda262a-d20_wood0718.jpg;2023-01-04T01:40:16.903116Z;2023-01-04T02:51:03.775498Z;429;1;0;0;0;0;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
430;431;1;480;480;0;37.1571072319202;54.862842892768086;23.69077306733167;22.194513715710723;0;3;fGqgk1LMcz;label;image;rectanglelabels;manual;false;false;2023-01-04T02:51:14.313230Z;2023-01-04T02:51:14.313256Z;7.968;0;430;1;;;b224db91-d20_wood0710.jpg;/data/upload/1/b224db91-d20_wood0710.jpg;2023-01-04T01:40:16.903159Z;2023-01-04T02:51:17.807983Z;430;1;0;0;0;0;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
431;432;1;480;480;0;50.12468827930174;16.957605985037407;22.693266832917704;21.44638403990025;0;3;XHBZl-7a0w;label;image;rectanglelabels;manual;false;false;2023-01-04T02:51:31.647475Z;2023-01-04T02:51:31.647525Z;10.773;0;431;1;;;fa2cc8c5-d20_wood0802.jpg;/data/upload/1/fa2cc8c5-d20_wood0802.jpg;2023-01-04T01:40:16.903202Z;2023-01-04T02:51:36.535458Z;431;1;0;0;0;0;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
432;433;1;480;480;0;39.15211970074813;35.41147132169575;26.433915211970078;24.438902743142144;0;3;IWD4HfqJPZ;label;image;rectanglelabels;manual;false;false;2023-01-04T02:51:47.747852Z;2023-01-04T02:51:47.747880Z;8.132;0;432;1;;;2e4ab943-d20_wood0820.jpg;/data/upload/1/2e4ab943-d20_wood0820.jpg;2023-01-04T01:40:16.903246Z;2023-01-04T02:51:53.376550Z;432;1;0;0;0;0;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
433;434;1;480;480;0;36.65835411471322;22.443890274314214;23.19201995012469;23.69077306733167;0;3;WozWuJYYsy;label;image;rectanglelabels;manual;false;false;2023-01-04T02:52:11.166105Z;2023-01-04T02:52:11.166185Z;14.187;0;433;1;;;57c01e1d-d20_wood0773.jpg;/data/upload/1/57c01e1d-d20_wood0773.jpg;2023-01-04T01:40:16.989827Z;2023-01-04T02:52:14.537878Z;433;1;0;0;0;0;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
434;435;1;480;480;0;45.38653366583541;27.930174563591017;26.683291770573565;23.19201995012469;0;3;wesXZHMkIy;label;image;rectanglelabels;manual;false;false;2023-01-04T02:52:32.344668Z;2023-01-04T02:52:32.344698Z;15.308;0;434;1;;;239b245a-d20_wood0783.jpg;/data/upload/1/239b245a-d20_wood0783.jpg;2023-01-04T01:40:16.989956Z;2023-01-04T02:52:36.250449Z;434;1;0;0;0;0;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
435;436;1;480;480;0;55.11221945137157;42.394014962593516;24.688279301745634;23.19201995012469;0;3;buljvvdlXc;label;image;rectanglelabels;manual;false;false;2023-01-04T02:52:48.387477Z;2023-01-04T02:52:48.387512Z;10.248;0;435;1;;;08768687-d20_wood0719.jpg;/data/upload/1/08768687-d20_wood0719.jpg;2023-01-04T01:40:16.990007Z;2023-01-04T02:52:52.824755Z;435;1;0;0;0;0;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
436;437;1;480;480;0;63.34164588528678;18.453865336658353;23.69077306733167;23.19201995012469;0;3;SJ7l5fLCla;label;image;rectanglelabels;manual;false;false;2023-01-04T02:53:14.473136Z;2023-01-04T02:53:14.473163Z;6.737;0;436;1;;;4ee39c6e-d20_wood0627.jpg;/data/upload/1/4ee39c6e-d20_wood0627.jpg;2023-01-04T01:40:16.990054Z;2023-01-04T02:53:18.374846Z;436;1;0;0;0;0;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
437;438;1;480;480;0;51.87032418952619;23.69077306733167;20.448877805486283;19.700748129675805;0;3;L04xXBKlD9;label;image;rectanglelabels;manual;false;false;2023-01-04T02:53:31.281364Z;2023-01-04T02:53:31.281390Z;10.075;0;437;1;;;46e902d5-d20_wood0742.jpg;/data/upload/1/46e902d5-d20_wood0742.jpg;2023-01-04T01:40:16.990127Z;2023-01-04T02:53:34.334248Z;437;1;0;0;0;0;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
438;439;1;480;480;0;49.87531172069826;20.199501246882793;22.693266832917704;25.43640897755611;0;3;vBvZWtNTkw;label;image;rectanglelabels;manual;false;false;2023-01-04T02:53:41.210052Z;2023-01-04T02:53:41.210080Z;4.41;0;438;1;;;87667cb4-d20_wood0812.jpg;/data/upload/1/87667cb4-d20_wood0812.jpg;2023-01-04T01:40:16.990179Z;2023-01-04T02:53:44.749194Z;438;1;0;0;0;0;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
439;440;1;480;480;0;41.895261845386536;37.65586034912718;26.433915211970078;25.6857855361596;0;3;dHDqK27qSl;label;image;rectanglelabels;manual;false;false;2023-01-04T02:53:58.778077Z;2023-01-04T02:53:58.778106Z;6.995;0;439;1;;;03ee3ba6-d20_wood0817.jpg;/data/upload/1/03ee3ba6-d20_wood0817.jpg;2023-01-04T01:40:16.990223Z;2023-01-04T02:54:02.125900Z;439;1;0;0;0;0;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
440;441;1;480;480;0;41.14713216957606;28.179551122194518;27.930174563591017;27.431421446384043;0;3;Q4HMIx1KYz;label;image;rectanglelabels;manual;false;false;2023-01-04T02:54:14.392504Z;2023-01-04T02:54:14.392573Z;9.806;0;440;1;;;dad156b4-d20_wood0778.jpg;/data/upload/1/dad156b4-d20_wood0778.jpg;2023-01-04T01:40:16.990265Z;2023-01-04T02:54:18.648543Z;440;1;0;0;0;0;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
441;442;1;480;480;0;47.13216957605985;31.67082294264339;25.187032418952622;22.942643391521198;0;3;BvgN3owqqN;label;image;rectanglelabels;manual;false;false;2023-01-04T02:54:44.191728Z;2023-01-04T02:54:44.191755Z;21.581;0;441;1;;;b83b9952-d20_wood0782.jpg;/data/upload/1/b83b9952-d20_wood0782.jpg;2023-01-04T01:40:16.990308Z;2023-01-04T02:54:47.539106Z;441;1;0;0;0;0;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
442;443;1;480;480;0;13.965087281795508;37.905236907730675;24.93765586034913;23.19201995012469;0;3;2wgllBqtj7;label;image;rectanglelabels;manual;false;false;2023-01-04T02:55:00.627746Z;2023-01-04T02:55:00.627776Z;10.178;0;442;1;;;e7a9c8ee-d20_wood0673.jpg;/data/upload/1/e7a9c8ee-d20_wood0673.jpg;2023-01-04T01:40:16.990351Z;2023-01-04T02:55:04.596541Z;442;1;0;0;0;0;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
443;444;1;480;480;0;37.65586034912718;18.70324189526185;21.44638403990025;19.950124688279303;0;3;Qg--Kh05JT;label;image;rectanglelabels;manual;false;false;2023-01-04T02:55:26.296620Z;2023-01-04T02:55:26.296648Z;19.03;0;443;1;;;e2198a48-d20_wood0748.jpg;/data/upload/1/e2198a48-d20_wood0748.jpg;2023-01-04T01:40:16.990394Z;2023-01-04T02:55:29.713120Z;443;1;0;0;0;0;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
444;445;1;480;480;0;35.910224438902745;34.663341645885275;24.93765586034913;22.942643391521198;0;3;HE77qXto02;label;image;rectanglelabels;manual;false;false;2023-01-04T02:55:38.623161Z;2023-01-04T02:55:38.623188Z;6.598;0;444;1;;;dd2d4520-d20_wood0617.jpg;/data/upload/1/dd2d4520-d20_wood0617.jpg;2023-01-04T01:40:16.990438Z;2023-01-04T02:55:42.363703Z;444;1;0;0;0;0;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
445;446;1;480;480;0;32.917705735660846;40.149625935162085;23.44139650872818;23.19201995012469;0;3;X9Mwndut1x;label;image;rectanglelabels;manual;false;false;2023-01-04T02:56:01.521293Z;2023-01-04T02:56:01.521320Z;5.637;0;445;1;;;3781b217-d20_wood0613.jpg;/data/upload/1/3781b217-d20_wood0613.jpg;2023-01-04T01:40:16.990501Z;2023-01-04T02:56:04.365079Z;445;1;0;0;0;0;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
446;447;1;480;480;0;66.33416458852868;34.413965087281795;23.19201995012469;18.952618453865338;0;3;R8kWZxp-iW;label;image;rectanglelabels;manual;false;false;2023-01-04T02:56:17.285418Z;2023-01-04T02:56:17.285448Z;10.001;0;446;1;;;ee97b603-d20_wood0734.jpg;/data/upload/1/ee97b603-d20_wood0734.jpg;2023-01-04T01:40:16.990572Z;2023-01-04T02:56:20.234436Z;446;1;0;0;0;0;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
447;448;1;480;480;0;53.61596009975062;59.60099750623441;24.189526184538654;22.693266832917704;0;3;MsPde7Gmro;label;image;rectanglelabels;manual;false;false;2023-01-04T02:56:30.703642Z;2023-01-04T02:56:30.703669Z;7.837;0;447;1;;;e2dd4c08-d20_wood0701.jpg;/data/upload/1/e2dd4c08-d20_wood0701.jpg;2023-01-04T01:40:16.990653Z;2023-01-04T02:56:34.327082Z;447;1;0;0;0;0;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
448;449;1;480;480;0;44.38902743142145;59.600997506234414;27.431421446384043;23.44139650872818;0;3;kwh3wzygYH;label;image;rectanglelabels;manual;false;false;2023-01-04T02:56:46.335519Z;2023-01-04T02:56:46.335553Z;9.235;0;448;1;;;a27cdc27-d20_wood0705.jpg;/data/upload/1/a27cdc27-d20_wood0705.jpg;2023-01-04T01:40:16.990697Z;2023-01-04T02:56:49.299994Z;448;1;0;0;0;0;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
449;450;1;480;480;0;40.399002493765586;31.920199501246884;25.6857855361596;24.189526184538654;0;3;gFhpHNkKVt;label;image;rectanglelabels;manual;false;false;2023-01-04T02:56:58.532339Z;2023-01-04T02:56:58.532402Z;6.067;0;449;1;;;323cb773-d20_wood0822.jpg;/data/upload/1/323cb773-d20_wood0822.jpg;2023-01-04T01:40:16.990752Z;2023-01-04T02:57:01.239544Z;449;1;0;0;0;0;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
450;451;1;480;480;0;38.653366583541136;28.428927680798004;25.43640897755611;27.930174563591017;0;3;OVh38dPnKF;label;image;rectanglelabels;manual;false;false;2023-01-04T02:57:13.789660Z;2023-01-04T02:57:13.789690Z;9.532;0;450;1;;;7cc7f610-d20_wood0777.jpg;/data/upload/1/7cc7f610-d20_wood0777.jpg;2023-01-04T01:40:16.990807Z;2023-01-04T02:57:16.871764Z;450;1;0;0;0;0;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
451;452;1;480;480;0;40.149625935162085;51.6209476309227;23.19201995012469;22.194513715710723;0;3;V_jQ161gXD;label;image;rectanglelabels;manual;false;false;2023-01-04T02:57:25.966017Z;2023-01-04T02:57:25.966045Z;6.494;0;451;1;;;91cad6ad-d20_wood0713.jpg;/data/upload/1/91cad6ad-d20_wood0713.jpg;2023-01-04T01:40:16.990856Z;2023-01-04T02:57:28.798802Z;451;1;0;0;0;0;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
452;453;1;480;480;0;49.87531172069826;38.65336658354116;23.19201995012469;22.443890274314214;0;3;SzfI3P_mVc;label;image;rectanglelabels;manual;false;false;2023-01-04T02:57:40.891387Z;2023-01-04T02:57:40.891417Z;9.446;0;452;1;;;0eba5f30-d20_wood0830.jpg;/data/upload/1/0eba5f30-d20_wood0830.jpg;2023-01-04T01:40:16.991041Z;2023-01-04T02:57:43.877254Z;452;1;0;0;0;0;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
453;454;1;480;480;0;38.154613466334155;33.16708229426434;25.935162094763093;23.44139650872818;0;3;3DJFO9fYZE;label;image;rectanglelabels;manual;false;false;2023-01-04T02:57:52.659408Z;2023-01-04T02:57:52.659437Z;5.932;0;453;1;;;c5410cb1-d20_wood0618.jpg;/data/upload/1/c5410cb1-d20_wood0618.jpg;2023-01-04T01:40:16.991177Z;2023-01-04T02:57:55.533383Z;453;1;0;0;0;0;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
454;455;1;480;480;0;56.35910224438903;24.688279301745634;21.69576059850374;21.69576059850374;0;3;dbUgbT48g-;label;image;rectanglelabels;manual;false;false;2023-01-04T02:58:06.804245Z;2023-01-04T02:58:06.804273Z;7.661;0;454;1;;;2698473d-d20_wood0740.jpg;/data/upload/1/2698473d-d20_wood0740.jpg;2023-01-04T01:40:16.991273Z;2023-01-04T02:58:09.801819Z;454;1;0;0;0;0;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
455;456;1;480;480;0;43.39152119700748;50.374064837905244;22.194513715710723;22.942643391521198;0;3;9GvoJz_tBY;label;image;rectanglelabels;manual;false;false;2023-01-04T02:58:32.678854Z;2023-01-04T02:58:32.678883Z;7.383;0;455;1;;;d843b613-d20_wood0714.jpg;/data/upload/1/d843b613-d20_wood0714.jpg;2023-01-04T01:40:16.991325Z;2023-01-04T02:58:36.368295Z;455;1;0;0;0;0;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
456;457;1;480;480;0;36.907730673316706;53.8653366583541;23.940149625935163;22.693266832917704;0;3;lthD7uHRDH;label;image;rectanglelabels;manual;false;false;2023-01-04T02:58:44.087896Z;2023-01-04T02:58:44.087924Z;5.479;0;456;1;;;7b34326d-d20_wood0711.jpg;/data/upload/1/7b34326d-d20_wood0711.jpg;2023-01-04T01:40:16.991372Z;2023-01-04T02:58:47.557876Z;456;1;0;0;0;0;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
457;458;1;480;480;0;38.90274314214464;21.945137157107233;23.940149625935163;24.189526184538654;0;3;EGtedR1ETz;label;image;rectanglelabels;manual;false;false;2023-01-04T02:58:58.636216Z;2023-01-04T02:58:58.636243Z;8.701;0;457;1;;;a8d4cdd0-d20_wood0769.jpg;/data/upload/1/a8d4cdd0-d20_wood0769.jpg;2023-01-04T01:40:16.991419Z;2023-01-04T02:59:01.961064Z;457;1;0;0;0;0;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
458;459;1;480;480;0;42.8927680798005;62.34413965087282;25.935162094763093;22.942643391521198;0;7;oZan-FO7AL;label;image;rectanglelabels;manual;false;false;2023-01-04T03:42:53.025320Z;2023-01-04T03:42:53.025350Z;7.721;0;458;1;;;c558b6f9-d20_wood1016.jpg;/data/upload/1/c558b6f9-d20_wood1016.jpg;2023-01-04T03:41:56.427317Z;2023-01-04T03:42:57.108871Z;458;1;0;0;0;0;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
459;460;1;480;480;0;32.917705735660846;37.905236907730675;25.935162094763093;19.700748129675805;0;7;xmNlJVMnen;label;image;rectanglelabels;manual;false;false;2023-01-04T03:43:50.120824Z;2023-01-04T03:43:50.120855Z;50.832;0;459;1;;;5cad4fc9-d20_wood0964.jpg;/data/upload/1/5cad4fc9-d20_wood0964.jpg;2023-01-04T03:41:56.427467Z;2023-01-04T03:43:53.070642Z;459;1;0;0;0;0;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
460;461;1;480;480;0;49.87531172069826;29.177057356608476;22.693266832917704;16.957605985037407;0;7;udLirG2CA3;label;image;rectanglelabels;manual;false;false;2023-01-04T03:44:12.353665Z;2023-01-04T03:44:12.353692Z;10.729;0;460;1;;;51a20ab8-d20_color176.jpg;/data/upload/1/51a20ab8-d20_color176.jpg;2023-01-04T03:41:56.427571Z;2023-01-04T03:44:16.670563Z;460;1;0;0;0;0;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
461;462;1;480;480;0;48.87780548628429;29.42643391521197;21.945137157107226;16.209476309226932;0;7;nzMYN9xNAh;label;image;rectanglelabels;manual;false;false;2023-01-04T03:44:33.254437Z;2023-01-04T03:44:33.254466Z;13.507;0;461;1;;;7cd4a915-d20_color204.jpg;/data/upload/1/7cd4a915-d20_color204.jpg;2023-01-04T03:41:56.427657Z;2023-01-04T03:44:37.061119Z;461;1;0;0;0;0;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
462;463;1;480;480;0;46.88279301745636;35.910224438902745;20.199501246882793;16.70822942643392;0;7;5qZ_Xmud3r;label;image;rectanglelabels;manual;false;false;2023-01-04T03:44:51.916422Z;2023-01-04T03:44:51.916459Z;11.615;0;462;1;;;55f558a6-d20_color256.jpg;/data/upload/1/55f558a6-d20_color256.jpg;2023-01-04T03:41:56.427743Z;2023-01-04T03:44:57.193071Z;462;1;0;0;0;0;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
463;464;1;480;480;0;32.418952618453865;37.1571072319202;22.942643391521198;20.448877805486283;0;7;bmAxmJx42g;label;image;rectanglelabels;manual;false;false;2023-01-04T03:45:12.313742Z;2023-01-04T03:45:12.313770Z;11.271;0;463;1;;;3af3c1ce-d20_wood0968.jpg;/data/upload/1/3af3c1ce-d20_wood0968.jpg;2023-01-04T03:41:56.427828Z;2023-01-04T03:45:16.777878Z;463;1;0;0;0;0;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
464;466;1;480;480;0;53.11720698254364;31.17206982543641;15.960099750623442;16.70822942643392;0;7;VFBmeJXOcV;label;image;rectanglelabels;manual;false;false;2023-01-04T03:45:43.006046Z;2023-01-04T03:45:43.006075Z;8.678;0;464;1;;;1842f81a-d20_color243.jpg;/data/upload/1/1842f81a-d20_color243.jpg;2023-01-04T03:41:56.427908Z;2023-01-04T03:45:46.388449Z;464;1;0;0;0;0;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
465;465;1;480;480;0;51.3715710723192;27.930174563591017;21.69576059850374;17.705735660847875;0;7;FtlLtR7yEH;label;image;rectanglelabels;manual;false;false;2023-01-04T03:45:29.029163Z;2023-01-04T03:45:29.029192Z;9.133;0;465;1;;;5cdfe7f9-d20_color236.jpg;/data/upload/1/5cdfe7f9-d20_color236.jpg;2023-01-04T03:41:56.427987Z;2023-01-04T03:45:32.139975Z;465;1;0;0;0;0;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
466;467;1;480;480;0;45.38653366583541;33.915211970074814;15.211970074812967;17.955112219451372;0;7;JZLHX-iS8V;label;image;rectanglelabels;manual;false;false;2023-01-04T03:45:56.810784Z;2023-01-04T03:45:56.810823Z;8.033;0;466;1;;;a918e244-d20_color272.jpg;/data/upload/1/a918e244-d20_color272.jpg;2023-01-04T03:41:56.428251Z;2023-01-04T03:46:00.321965Z;466;1;0;0;0;0;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
467;468;1;480;480;0;50.374064837905244;29.42643391521197;21.44638403990025;18.453865336658353;0;7;md98SqLpqR;label;image;rectanglelabels;manual;false;false;2023-01-04T03:46:10.979514Z;2023-01-04T03:46:10.979544Z;8.03;0;467;1;;;86aae362-d20_color172.jpg;/data/upload/1/86aae362-d20_color172.jpg;2023-01-04T03:41:56.428346Z;2023-01-04T03:46:15.926903Z;467;1;0;0;0;0;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
468;469;1;480;480;0;27.68079800498753;33.66583541147132;23.19201995012469;21.44638403990025;0;7;rGiONqcELq;label;image;rectanglelabels;manual;false;false;2023-01-04T03:46:29.199965Z;2023-01-04T03:46:29.199998Z;10.137;0;468;1;;;2176f479-d20_wood0985.jpg;/data/upload/1/2176f479-d20_wood0985.jpg;2023-01-04T03:41:56.428440Z;2023-01-04T03:46:33.864748Z;468;1;0;0;0;0;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
469;470;1;480;480;0;45.6359102244389;34.91271820448879;22.693266832917704;18.70324189526185;0;7;-ENtC9QgOy;label;image;rectanglelabels;manual;false;false;2023-01-04T03:47:02.339411Z;2023-01-04T03:47:02.339442Z;7.921;0;469;1;;;1e5f1a04-d20_color253.jpg;/data/upload/1/1e5f1a04-d20_color253.jpg;2023-01-04T03:41:56.428526Z;2023-01-04T03:47:06.245004Z;469;1;0;0;0;0;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
470;471;1;480;480;0;48.6284289276808;27.18204488778055;21.69576059850374;19.201995012468828;0;7;13gRitmJwO;label;image;rectanglelabels;manual;false;false;2023-01-04T03:47:14.703509Z;2023-01-04T03:47:14.703540Z;6.141;0;470;1;;;d19c2c11-d20_color230.jpg;/data/upload/1/d19c2c11-d20_color230.jpg;2023-01-04T03:41:56.428586Z;2023-01-04T03:47:18.098492Z;470;1;0;0;0;0;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
471;472;1;480;480;0;37.65586034912718;33.915211970074814;26.184538653366584;16.70822942643392;0;7;frAApJp4Bv;label;image;rectanglelabels;manual;false;false;2023-01-04T03:47:33.204525Z;2023-01-04T03:47:33.204553Z;12.555;0;471;1;;;4444d027-d20_color274.jpg;/data/upload/1/4444d027-d20_color274.jpg;2023-01-04T03:41:56.428643Z;2023-01-04T03:47:36.170140Z;471;1;0;0;0;0;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
472;473;1;480;480;0;33.915211970074814;53.8653366583541;24.688279301745634;22.942643391521198;0;7;tmasISNjPY;label;image;rectanglelabels;manual;false;false;2023-01-04T03:47:48.198668Z;2023-01-04T03:47:48.198696Z;9.708;0;472;1;;;8de33eef-d20_wood0948.jpg;/data/upload/1/8de33eef-d20_wood0948.jpg;2023-01-04T03:41:56.428703Z;2023-01-04T03:47:51.265989Z;472;1;0;0;0;0;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
